Perfil,Unidade,Serie,Curso,Questão 1. Sei obter informações para realizar os procedimentos administrativos,Questão 3. O horário de atendimento dos docentes é amplamente divulgado e de fácil acesso.,Questão 3. O horário de atendimento dos técnicos administrativos é amplamente divulgado e de fácil acesso,Questão 11.  Como você avalia o ambiente para as aulas quanto à acústica,16. Como você avalia a quantidade de material disponibilizado para as atividades de laboratório ?,Questão 17. Os serviços prestados na cantina são adequados?,"Questão 26. Como você avalia o programa de auxílio à participação em eventos acadêmicos, científicos e tecnológicos.",Questão 26. Como você avalia o programa de acompanhamento de serviço social,"Questão 26. Como você avalia a organização de grêmios estudantis, centros acadêmicos e diretórios acadêmicos",Questão 29. Como você avalia a eficiência e eficácia com que os recursos financeiros do IFSULDEMINAS são aplicados?
Discente do Técnico,Carmo de Minas,2°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo,Concordo,Concordo,Não se aplica,Não se aplica,Não se aplica,Bom,Bom,Bom,Boas
TAE,Passos,,,Concordo plenamente,Concordo plenamente,Concordo plenamente,Não sei responder,Não sei responder,Regulares,Bom,Bom,Bom,Boas
Discente do Técnico,Carmo de Minas,2°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo,Concordo,Concordo,Muito Bom/Boa,Muito boa,Muito Bons/Boas,Muito bom,Muito bom,Muito bom,Muito boas
TAE,Muzambinho,,,Concordo plenamente,Discordo,Concordo,Bom/Boa,Ruim,Bons/Boas,Bom,Muito bom,Bom,Regulares
TAE,Passos,,,Concordo plenamente,Concordo,Concordo plenamente,Muito Bom/Boa,Boa,Muito Bons/Boas,Bom,Muito bom,Bom,Muito boas
Discente do Superior,Passos,4°,Tecnologia Produção Publicitária,"Não concordo, nem discordo",Discordo,Não concordo nem discordo,Bom/Boa,Boa,Bons/Boas,Bom,Bom,Bom,Regulares
Discente do Superior,Passos,6°,Tecnologia Produção Publicitária,"Não concordo, nem discordo",Discordo,Não concordo nem discordo,Bom/Boa,Regular,Regulares,Ruim,Bom,Muito ruim,Ruins
Discente do Superior,Passos,6°,Tecnologia Produção Publicitária,"Não concordo, nem discordo",Discordo plenamente,Discordo plenamente,Regular,Boa,Não sei responder,Ruim,Não sei,Muito ruim,Boas
Discente do Superior,Passos,2°,Tecnologia Produção Publicitária,Concordo plenamente,Concordo plenamente,Não concordo nem discordo,Muito Bom/Boa,Muito boa,Muito Bons/Boas,Não sei,Não sei,Não sei,Não sei responder
Discente do Superior,Machado,6°,Bacharelado Zootecnia,Concordo,Concordo plenamente,Concordo,Bom/Boa,Regular,Bons/Boas,Bom,Bom,Muito bom,Boas
TAE,Machado,,,Concordo,Não concordo nem discordo,Concordo,Bom/Boa,Não sei responder,Bons/Boas,Bom,Não sei,Regular,Boas
Discente do Técnico,Machado,2°,Vendas - EaD | Subsequente,Concordo plenamente,Concordo,Concordo,Não sei responder,Não sei responder,Não sei responder,Regular,Regular,Regular,Boas
TAE,Machado,,,Concordo,Discordo plenamente,Concordo,Não sei responder,Não sei responder,Bons/Boas,Bom,Prefiro não responder,Prefiro não responder,Não sei responder
Discente do Técnico,Machado,2°,Vendas - EaD | Subsequente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Bom/Boa,Boa,Muito Bons/Boas,Bom,Bom,Bom,Boas
Discente do Técnico,Carmo de Minas,2°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Bom/Boa,Boa,Bons/Boas,Muito bom,Muito bom,Muito bom,Muito boas
Discente do Superior,Machado,1°,Pós Graduação Educação Inclusiva,Concordo plenamente,Concordo plenamente,Concordo plenamente,Muito Bom/Boa,Muito boa,Muito Bons/Boas,Muito bom,Muito bom,Muito bom,Muito boas
Discente do Técnico,Machado,2°,Vendas - EaD | Subsequente,Discordo plenamente,Discordo plenamente,Discordo plenamente,Não se aplica,Não se aplica,Não se aplica,Não sei,Não sei,Não sei,Não sei responder
Discente do Técnico,Carmo de Minas,4°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo,Discordo,Não concordo nem discordo,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Regulares
Discente do Superior,Machado,8°,Bacharelado Ciência e Tecnologia de Alimentos,Concordo,Concordo,Concordo,Bom/Boa,Boa,Muito Bons/Boas,Bom,Regular,Bom,Boas
Discente do Superior,Carmo de Minas,2°,Bacharelado em Administração,Concordo plenamente,Concordo plenamente,Concordo plenamente,Muito Bom/Boa,Boa,Muito Bons/Boas,Não sei,Não sei,Bom,Muito boas
TAE,Passos,,,Concordo,Concordo,Concordo,Regular,Não sei responder,Muito Bons/Boas,Bom,Bom,Bom,Muito boas
Docente,Passos,,,Discordo,Não concordo nem discordo,Não concordo nem discordo,Muito Bom/Boa,Boa,Bons/Boas,Muito bom,Muito bom,Muito bom,Boas
Discente do Técnico,Carmo de Minas,2°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Muito Bom/Boa,Boa,Muito Bons/Boas,Bom,Bom,Bom,Boas
TAE,Machado,,,Concordo,Concordo,Concordo,Bom/Boa,Boa,Muito Bons/Boas,Bom,Bom,Bom,Boas
TAE,Machado,,,Concordo plenamente,Discordo,Concordo,Bom/Boa,Não sei responder,Bons/Boas,Bom,Bom,Bom,Boas
Docente,Muzambinho,,,Concordo plenamente,Concordo,Discordo,Regular,Ruim,Regulares,Bom,Bom,Bom,Boas
Docente,Inconfidentes,,,"Não concordo, nem discordo",Não concordo nem discordo,Discordo plenamente,Muito ruim,Muito ruim,Bons/Boas,Ruim,Muito ruim,Muito ruim,Ruins
Discente do Superior,Machado,6°,Bacharelado Zootecnia,Concordo,Concordo plenamente,Concordo plenamente,Bom/Boa,Boa,Bons/Boas,Regular,Regular,Regular,Ruins
Discente do Superior,Passos,6°,Tecnologia Produção Publicitária,Concordo,Discordo plenamente,Discordo plenamente,Muito Bom/Boa,Regular,Muito Bons/Boas,Muito bom,Regular,Ruim,Regulares
TAE,Passos,,,"Não concordo, nem discordo",Não concordo nem discordo,Concordo,Bom/Boa,Boa,Bons/Boas,Não sei,Não sei,Não sei,Boas
Docente,Poços de Caldas,,,Concordo plenamente,Concordo,Concordo,Bom/Boa,Boa,Muito Bons/Boas,Bom,Muito bom,Bom,Muito boas
Discente do Técnico,Machado,4°,Segurança do Trabalho | Subsequente,Concordo,Concordo,Concordo,Regular,Boa,Muito Bons/Boas,Muito bom,Bom,Bom,Não sei responder
Discente do Técnico,Carmo de Minas,2°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Não se aplica,Não se aplica,Não se aplica,Não sei,Não sei,Não sei,Não sei responder
Docente,Muzambinho,,,Discordo,Concordo,Concordo,Bom/Boa,Muito boa,Bons/Boas,Regular,Não sei,Não sei,Não sei responder
Discente do Técnico,Carmo de Minas,2°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo,Concordo,Concordo,Bom/Boa,Boa,Bons/Boas,Bom,Bom,Bom,Boas
Docente,Inconfidentes,,,Concordo,Concordo,Concordo,Regular,Regular,Regulares,Bom,Bom,Bom,Boas
Discente do Técnico,Passos,2°  ,Técnico em Comunicação Visual (nova nomenclatura a partir de 2023: Design Gráfico) | Integrado,"Não concordo, nem discordo",Discordo,Discordo,Regular,Regular,Regulares,Regular,Regular,Regular,Regulares
Docente,Muzambinho,,,Concordo,Discordo plenamente,Discordo,Bom/Boa,Muito boa,Muito Bons/Boas,Bom,Bom,Regular,Boas
Discente do Técnico,Carmo de Minas,2°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo,Concordo,Concordo,Não sei responder,Não se aplica,Não sei responder,Não sei,Não sei,Não sei,Boas
TAE,Muzambinho,,,Concordo plenamente,Concordo,Concordo,Bom/Boa,Boa,Bons/Boas,Muito bom,Muito bom,Muito bom,Boas
Discente do Técnico,Carmo de Minas,1°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Muito Bom/Boa,Muito boa,Muito Bons/Boas,Muito bom,Muito bom,Muito bom,Muito boas
TAE,Inconfidentes,,,Concordo,Concordo plenamente,Concordo plenamente,Bom/Boa,Boa,Muito Bons/Boas,Muito bom,Muito bom,Bom,Muito boas
Discente do Técnico,Carmo de Minas,2°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo,Concordo,Concordo,Bom/Boa,Não sei responder,Não sei responder,Não sei,Não sei,Não sei,Boas
Discente do Técnico,Machado,2°,Suporte e Manutenção de Computadores - EaD | Subsequente,Concordo,Não concordo nem discordo,Não concordo nem discordo,Bom/Boa,Não se aplica,Prefiro não responder,Não sei,Não sei,Não sei,Regulares
Discente do Técnico,Carmo de Minas,2°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo,Não concordo nem discordo,Concordo,Não sei responder,Não sei responder,Não sei responder,Não sei,Não sei,Não sei,Regulares
Discente do Técnico,Três Corações,2°,Técnico em Administração | Integrado,Concordo,Concordo,Concordo,Prefiro não responder,Não se aplica,Prefiro não responder,Não sei,Não sei,Não sei,Não sei responder
Docente,Machado,,,Concordo,Concordo plenamente,Concordo plenamente,Bom/Boa,Boa,Bons/Boas,Muito bom,Muito bom,Muito bom,Muito boas
Discente do Superior,Machado,3°,Pós Graduação Educação Inclusiva,Concordo,Concordo,Concordo,Bom/Boa,Regular,Prefiro não responder,Não sei,Não sei,Não sei,Não sei responder
Discente do Superior,Machado,10°,Bacharelado Agronomia,Concordo,Concordo,Não concordo nem discordo,Regular,Regular,Bons/Boas,Bom,Prefiro não responder,Ruim,Boas
Discente do Superior,Machado,4°,Licenciatura Ciências Biológicas,Concordo plenamente,Concordo plenamente,Concordo plenamente,Muito Bom/Boa,Muito boa,Muito Bons/Boas,Muito bom,Muito bom,Muito bom,Muito boas
Discente do Superior,Inconfidentes,1°,Licenciatura em Pedagogia - UAB,Concordo plenamente,Concordo plenamente,Concordo plenamente,Muito Bom/Boa,Muito boa,Muito Bons/Boas,Muito bom,Muito bom,Muito bom,Muito boas
TAE,Machado,,,Concordo plenamente,Não concordo nem discordo,Não concordo nem discordo,Não sei responder,Não sei responder,Não sei responder,Não sei,Não sei,Não sei,Boas
Docente,Muzambinho,,,Concordo,Não concordo nem discordo,Discordo,Muito ruim,Regular,Regulares,Muito bom,Muito bom,Bom,Regulares
Discente do Técnico,Carmo de Minas,2°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo,Não concordo nem discordo,Concordo,Regular,Não se aplica,Regulares,Regular,Regular,Regular,Regulares
Discente do Técnico,Carmo de Minas,4°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Muito Bom/Boa,Não se aplica,Não se aplica,Não sei,Não sei,Não sei,Não sei responder
Discente do Técnico,Carmo de Minas,4°,Técnico em Recursos Humanos - EaD | Subsequente,"Não concordo, nem discordo",Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei responder,Não sei,Não sei,Não sei,Não sei responder
TAE,Machado,,,Concordo plenamente,Concordo plenamente,Concordo plenamente,Bom/Boa,Muito boa,Bons/Boas,Bom,Bom,Bom,Boas
Discente do Técnico,Carmo de Minas,2°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo plenamente,Discordo,Discordo,Não se aplica,Não se aplica,Não se aplica,Não sei,Não sei,Não sei,Boas
Discente do Técnico,Carmo de Minas,2°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo plenamente,Concordo,Concordo,Não se aplica,Não se aplica,Não se aplica,Não sei,Não sei,Não sei,Regulares
Discente do Técnico,Machado,1°,Suporte e Manutenção de Computadores - EaD | Subsequente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Muito Bom/Boa,Muito boa,Muito Bons/Boas,Muito bom,Muito bom,Muito bom,Muito boas
Discente do Superior,Muzambinho,8°,Licenciatura Pedagogia EaD,"Não concordo, nem discordo",Não concordo nem discordo,Não concordo nem discordo,Bom/Boa,Boa,Bons/Boas,Bom,Regular,Regular,Boas
Discente do Técnico,Carmo de Minas,2°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Não sei responder,Muito boa,Não sei responder,Muito bom,Não sei,Não sei,Muito boas
Discente do Técnico,Carmo de Minas,2°,Técnico em Recursos Humanos - EaD | Subsequente,Discordo,Discordo,Discordo,Não sei responder,Não sei responder,Não sei responder,Muito ruim,Não sei,Não sei,Regulares
Discente do Técnico,Carmo de Minas,2°,Técnico em Recursos Humanos - EaD | Subsequente,Concordo,Concordo plenamente,Concordo plenamente,Muito Bom/Boa,Muito boa,Muito Bons/Boas,Muito bom,Muito bom,Muito bom,Muito boas
Discente do Técnico,Carmo de Minas,2°,Técnico em Recursos Humanos - EaD | Subsequente,Prefiro não responder,Prefiro não responder,Prefiro não responder,Não sei responder,Não sei responder,Não sei responder,Prefiro não responder,Prefiro não responder,Prefiro não responder,Não sei responder
Discente do Técnico,Machado,2°,Suporte e Manutenção de Computadores - EaD | Subsequente,Concordo plenamente,Concordo,Concordo,Bom/Boa,Boa,Bons/Boas,Bom,Bom,Bom,Boas
Discente do Técnico,Muzambinho,3°  ,Técnico em Alimentos | Integrado,"Não concordo, nem discordo",Não concordo nem discordo,Não concordo nem discordo,Bom/Boa,Boa,Bons/Boas,Bom,Bom,Bom,Boas
Discente do Técnico,Muzambinho,3°  ,Técnico em Alimentos | Integrado,"Não concordo, nem discordo",Não concordo nem discordo,Não concordo nem discordo,Bom/Boa,Regular,Regulares,Regular,Regular,Regular,Regulares
Discente do Técnico,Muzambinho,3°  ,Técnico em Alimentos | Integrado,Concordo,Concordo,Concordo,Bom/Boa,Regular,Bons/Boas,Bom,Regular,Regular,Regulares
Discente do Técnico,Muzambinho,3°  ,Técnico em Alimentos | Integrado,"Não concordo, nem discordo",Não concordo nem discordo,Não concordo nem discordo,Muito Bom/Boa,Ruim,Muito Bons/Boas,Regular,Regular,Regular,Ruins
Discente do Técnico,Muzambinho,3°  ,Técnico em Alimentos | Integrado,Concordo,Não concordo nem discordo,Discordo,Muito ruim,Regular,Bons/Boas,Regular,Não sei,Regular,Muito ruins
Discente do Técnico,Muzambinho,3°  ,Técnico em Alimentos | Integrado,Concordo,Não concordo nem discordo,Discordo,Muito ruim,Regular,Bons/Boas,Regular,Regular,Regular,Muito ruins
Discente do Técnico,Muzambinho,3°  ,Técnico em Alimentos | Integrado,Concordo,Discordo,Discordo,Bom/Boa,Regular,Bons/Boas,Bom,Não sei,Ruim,Ruins
Discente do Superior,Machado,2°,Pós-graduação Informática na Educação,Concordo,Concordo,Concordo,Bom/Boa,Boa,Bons/Boas,Bom,Bom,Bom,Boas
Discente do Superior,Machado,10°,Licenciatura Ciências Biológicas,Concordo plenamente,Concordo,Concordo,Bom/Boa,Muito boa,Bons/Boas,Bom,Bom,Bom,Muito boas
Discente do Técnico,Muzambinho,3°,Técnico em Alimentos | Integrado,"Não concordo, nem discordo",Concordo plenamente,Concordo plenamente,Muito Bom/Boa,Regular,Muito Bons/Boas,Regular,Bom,Bom,Ruins
Discente do Técnico,Muzambinho,3°  ,Técnico em Alimentos | Integrado,Concordo plenamente,Não concordo nem discordo,Discordo,Muito Bom/Boa,Ruim,Bons/Boas,Ruim,Regular,Ruim,Muito ruins
Discente do Técnico,Machado,1°,Técnico em Administração | Subsequente,Concordo,Concordo,Não concordo nem discordo,Muito Bom/Boa,Boa,Muito Bons/Boas,Bom,Não sei,Bom,Boas
Discente do Técnico,Muzambinho,3°,Técnico em Alimentos | Integrado,Discordo,Concordo,Discordo plenamente,Bom/Boa,Muito boa,Bons/Boas,Bom,Ruim,Ruim,Regulares
Discente do Superior,Machado,3°,Bacharelado Zootecnia,Concordo,Concordo,Concordo,Bom/Boa,Boa,Bons/Boas,Bom,Bom,Bom,Boas
Discente do Técnico,Machado,1°,Técnico em Informática | Integrado,"Não concordo, nem discordo",Não concordo nem discordo,Não concordo nem discordo,Muito ruim,Regular,Bons/Boas,Regular,Regular,Regular,Regulares
Discente do Técnico,Machado,1°  ,Técnico em Informática | Integrado,Concordo,Concordo,Concordo,Regular,Boa,Regulares,Bom,Não sei,Regular,Regulares
Discente do Técnico,Machado,3°  ,Técnico em Agropecuária | Integrado,Concordo,Discordo,Discordo,Regular,Boa,Muito Bons/Boas,Bom,Regular,Bom,Ruins
Discente do Técnico,Machado,1°  ,Técnico em Informática | Integrado,Não sei responder,Não concordo nem discordo,Não concordo nem discordo,Regular,Boa,Bons/Boas,Muito bom,Muito bom,Muito bom,Boas
Discente do Superior,Machado,8°,Bacharelado Sistemas de Informação,Concordo plenamente,Concordo plenamente,Concordo plenamente,Muito Bom/Boa,Muito boa,Muito Bons/Boas,Muito bom,Muito bom,Muito bom,Muito boas
Discente do Técnico,Machado,2°,Vendas - EaD | Subsequente,Concordo,Concordo,Concordo,Não sei responder,Não sei responder,Não sei responder,Não sei,Não sei,Não sei,Boas
Discente do Superior,Machado,1°,Pós Graduação Educação Inclusiva,Concordo,Concordo,Concordo,Não se aplica,Não se aplica,Muito Bons/Boas,Não sei,Não sei,Não sei,Não sei responder
Docente,Inconfidentes,,,"Não concordo, nem discordo",Não concordo nem discordo,Não concordo nem discordo,Bom/Boa,Boa,Regulares,Bom,Bom,Regular,Regulares
Discente do Superior,Machado,2°,Pós-graduação Informática na Educação,Concordo,Discordo plenamente,Discordo plenamente,Não sei responder,Não se aplica,Não sei responder,Não sei,Não sei,Não sei,Boas
Discente do Superior,Inconfidentes,4°,Tecnologia em Redes de Computadores,"Não concordo, nem discordo",Concordo,Concordo,Bom/Boa,Regular,Bons/Boas,Bom,Bom,Regular,Regulares
Discente do Técnico,Machado,1°  ,Técnico em Alimentos | Integrado,Concordo,Concordo,Concordo,Bom/Boa,Boa,Bons/Boas,Muito bom,Muito bom,Muito bom,Boas
Discente do Técnico,Machado,2°,Suporte e Manutenção de Computadores - EaD | Subsequente,Concordo,Concordo,Concordo,Bom/Boa,Boa,Bons/Boas,Bom,Bom,Bom,Boas
Discente do Técnico,Muzambinho,2°,Técnico em Alimentos | Integrado,Concordo,Concordo,Não concordo nem discordo,Muito Bom/Boa,Regular,Bons/Boas,Muito bom,Bom,Muito bom,Regulares
Discente do Técnico,Muzambinho,2°  ,Técnico em Alimentos | Integrado,Concordo,Concordo plenamente,Discordo,Bom/Boa,Regular,Ruins,Muito bom,Muito bom,Bom,Regulares
Discente do Técnico,Muzambinho,2°  ,Técnico em Alimentos | Integrado,"Não concordo, nem discordo",Concordo plenamente,Concordo plenamente,Bom/Boa,Muito boa,Muito Bons/Boas,Bom,Bom,Muito bom,Regulares
Discente do Superior,Inconfidentes,2°,Engenharia de Alimentos,Discordo,Não sei responder,Não sei responder,Bom/Boa,Regular,Regulares,Regular,Regular,Regular,Regulares
Discente do Técnico,Muzambinho,2°  ,Técnico em Alimentos | Integrado,"Não concordo, nem discordo",Concordo plenamente,Concordo plenamente,Bom/Boa,Boa,Bons/Boas,Muito bom,Muito bom,Muito bom,Muito boas
Docente,Inconfidentes,,,Concordo,Concordo,Discordo,Regular,Não sei responder,Bons/Boas,Bom,Bom,Regular,Boas
Discente do Superior,Inconfidentes,2°,Engenharia de Alimentos,"Não concordo, nem discordo",Não concordo nem discordo,Não concordo nem discordo,Muito Bom/Boa,Regular,Muito Bons/Boas,Bom,Não sei,Não sei,Boas
Discente do Técnico,Muzambinho,2°  ,Técnico em Alimentos | Integrado,Concordo,Não concordo nem discordo,Discordo,Bom/Boa,Regular,Muito Bons/Boas,Regular,Bom,Muito bom,Regulares
Discente do Técnico,Muzambinho,2°,Técnico em Alimentos | Integrado,Concordo,Concordo,Concordo,Muito Bom/Boa,Boa,Bons/Boas,Bom,Bom,Muito bom,Boas
Docente,Inconfidentes,,,Concordo,Concordo,Discordo,Bom/Boa,Regular,Regulares,Ruim,Regular,Bom,Regulares
Discente do Superior,Inconfidentes,8°,Engenharia Agronômica,"Não concordo, nem discordo",Concordo,Concordo,Muito Bom/Boa,Boa,Regulares,Muito bom,Regular,Bom,Regulares
Discente do Técnico,Muzambinho,2°  ,Técnico em Alimentos | Integrado,"Não concordo, nem discordo",Concordo,Não concordo nem discordo,Bom/Boa,Regular,Ruins,Bom,Bom,Bom,Regulares
Discente do Técnico,Muzambinho,2°  ,Técnico em Alimentos | Integrado,Concordo,Concordo,Concordo,Bom/Boa,Regular,Bons/Boas,Bom,Regular,Regular,Boas
Discente do Técnico,Machado,2°,Vendas - EaD | Subsequente,Concordo plenamente,Concordo,Concordo,Bom/Boa,Prefiro não responder,Bons/Boas,Prefiro não responder,Prefiro não responder,Prefiro não responder,Não sei responder
Discente do Superior,Machado,2°,Bacharelado Agronomia,Discordo plenamente,Discordo plenamente,Discordo plenamente,Muito ruim,Muito ruim,Muito ruins,Ruim,Ruim,Ruim,Muito ruins
Discente do Técnico,Muzambinho,2°  ,Técnico em Alimentos | Integrado,Discordo,Discordo plenamente,Discordo plenamente,Ruim,Regular,Bons/Boas,Muito ruim,Muito ruim,Bom,Muito ruins
Discente do Superior,Inconfidentes,2°,Licenciatura em Educação do Campo - Área Ciências Agrárias,Concordo,Não concordo nem discordo,Não concordo nem discordo,Regular,Regular,Bons/Boas,Não sei,Não sei,Não sei,Não sei responder
Discente do Superior,Inconfidentes,8°,Engenharia Agronômica,Concordo,Não concordo nem discordo,Concordo,Bom/Boa,Boa,Muito Bons/Boas,Muito bom,Muito bom,Muito bom,Regulares
Discente do Superior,Inconfidentes,8°,Engenharia Agronômica,Concordo,Concordo,Concordo,Regular,Ruim,Regulares,Bom,Regular,Regular,Ruins
Discente do Superior,Inconfidentes,8°,Engenharia Agronômica,Concordo plenamente,Concordo,Discordo,Bom/Boa,Boa,Regulares,Bom,Bom,Bom,Não sei responder
Discente do Superior,Inconfidentes,8°,Engenharia Agronômica,Concordo,Não concordo nem discordo,Não concordo nem discordo,Bom/Boa,Muito boa,Muito Bons/Boas,Muito bom,Muito ruim,Muito ruim,Muito ruins
Discente do Superior,Inconfidentes,2°,Licenciatura em Educação do Campo - Área Ciências Agrárias,Concordo,Concordo,Concordo,Muito Bom/Boa,Regular,Bons/Boas,Bom,Bom,Bom,Boas
Discente do Superior,Machado,2°,Bacharelado Zootecnia,Concordo plenamente,Não concordo nem discordo,Não concordo nem discordo,Regular,Regular,Ruins,Ruim,Ruim,Ruim,Ruins
Discente do Superior,Inconfidentes,4°,Tecnologia em Gestão Ambiental,Concordo,Concordo,Concordo,Muito Bom/Boa,Boa,Muito Bons/Boas,Bom,Bom,Bom,Boas
