Perfil,Unidade,Serie,Curso,Questão 1. Sei iniciar os procedimentos administrativos,Questão 1. Sei acompanhar os procedimentos administrativos,Questão 1. Sei obter informações para realizar os procedimentos administrativos,Questão 1.As informações são de simples localização,Questão 1. As informações são de simples compreensão,Questão 1. O pedido de esclarecimentos sobre os procedimentos administrativos é respondido de forma satisfatória (clara e rápida).,Questão 2. Você tem conhecimento sobre como é a jornada de trabalho dos Docentes e/ou dos Técnicos Administrativos em Educação?,Questão 3. Os horários de funcionamento dos setores são amplamente divulgados e de fácil acesso.,Questão 3. O horário de atendimento dos docentes é amplamente divulgado e de fácil acesso.,Questão 3. O horário de atendimento dos técnicos administrativos é amplamente divulgado e de fácil acesso,Questão 3. Considero que a flexibilização de 30 horas é benéfica ao desenvolvimento de atividades na instituição.,Questão 3. Considero que a normativa docente é benéfica ao desenvolvimento de atividades na instituição,Questão 4. Você conhece o organograma administrativo do IFSULDEMINAS da sua unidade?,Questão 5.Conheço as instâncias consultivas,Questão 5. Conheço as instâncias deliberativas?,Questão 6.  Você já participou de alguma consulta ou eleição? ,Questão 8. Como você avalia a facilidade de acesso,Questão 8. Como você avalia a segurança no Campus,Questão 9.  Como você avalia os serviços de segurança no campus?,Questão 10. Como você avalia o serviço prestado pela biblioteca,Questão 10. Como você avalia a quantidade de livros básicos e periódicos recomendados nas unidades curriculares,"Questão 10. Como você avalia a biblioteca quanto ao acesso a computadores, internet e bases de dados disponíveis",Questão 11.  Como você avalia o ambiente para as aulas quanto à adequação ao número de estudantes,Questão 11.  Como você avalia o ambiente para as aulas quanto à acústica,Questão 11.  Como você avalia o ambiente para as aulas quanto à luminosidade,Questão 11.  Como você avalia o ambiente para as aulas quanto à ventilação,Questão 12.  Como você avalia a manutenção/conservação das instalações físicas do seu campus?,Questão 13. Como você avalia o número de equipamentos nos laboratórios de informática?,Questão 14. Como você avalia o número de recursos multimídias?,Questão 15. Como você avalia a adequação dos laboratórios de ensino em relação ao número de alunos?,16. Como você avalia a quantidade de material disponibilizado para as atividades de laboratório ?,Questão 17. As instalações da cantina são adequadas?,Questão 17. Os serviços prestados na cantina são adequados?,Questão17. A diversidade de produtos na cantina,Questão17. A qualidade dos produtos na cantina,Questão 17. As instalações sanitárias e higiene da cantina,Questão18. Como você avalia o espaço físico do campus em relação às necessidades da comunidade acadêmica?,Questão 19. Como você avalia as instalações do campus em relação ao atendimento das pessoas com necessidades específicas?,Questão 20. Como você avalia os serviços de limpeza no campus?,Questão 21. Você já participou de outras avaliações da CPA?,Questão 22. Você já acessou os resultados de outras avaliações da CPA?,Questão 23. Como você considera a divulgação dos resultados deste processo avaliativo?,Questão 24. Há interesse em conhecer o resultado deste processo avaliativo?,Questão 25. Você consegue perceber que os resultados da autoavaliação institucional são utilizados na revisão do planejamento e das ações do IFSULDEMINAS?,Questão 25. Você consegue perceber que foram atendidos os pedidos e sugestões feitos nos questionários das semanas de autoavaliações anteriores?,Questão 26. Como você avalia o programa de assistência à saúde.,Questão 26. Como você avalia o programa de apoio às pessoas com necessidades educacionais específicas,Questão 26. Como você avalia o programa de auxílio estudantil.,"Questão 26. Como você avalia o programa de auxílio à participação em eventos acadêmicos, científicos e tecnológicos.",Questão 26. Como você avalia o programa de mobilidade estudantil nacional e internacional.,Questão 26. Como você avalia o programa de acompanhamento psicológico.,Questão 26. Como você avalia o programa de acompanhamento pedagógico.,Questão 26. Como você avalia o programa de acompanhamento de serviço social,"Questão 26. Como você avalia o programa de incentivo ao esporte, ao lazer e a cultura","Questão 26. Como você avalia a organização de grêmios estudantis, centros acadêmicos e diretórios acadêmicos",Questão 26. Como você avalia a divulgação dos programas de atendimento aos discentes,Questão 27. Como você avalia a compatibilidade entre cursos oferecidos e os recursos disponíveis para cada curso?,Questão 28. Você considera que os recursos financeiros destinados ao IFSULDEMINAS para o desenvolvimento de suas atividades são  suficientes e completos?,Questão 29. Como você avalia a eficiência e eficácia com que os recursos financeiros do IFSULDEMINAS são aplicados?
Discente do Técnico,Poços de Caldas,4°,Técnico em Informática | Integrado,Concordo plenamente,Concordo plenamente,Concordo plenamente,"Não concordo, nem discordo",Concordo,Concordo,Não,Não concordo nem discordo,Concordo plenamente,Não concordo nem discordo,Concordo plenamente,Não concordo nem discordo,Não,Não,Não,Sim,Muito boa,Muito boa,Bons,Bom/Boa,Muito bom/boa,Regular,Regular,Bom/Boa,Muito Bom/Boa,Ruim,Boa,Muito bom,Bom,Regular,Boa,Muito Bons/Boas,Muito Bons/Boas,Regulares,Muito Bons/Boas,Bons/Boas,Bom,Muito boas,Muito bons,Não,Não,Não sei responder,Sim,Perceptível,Perceptível,Bom,Bom,Bom,Bom,Bom,Ruim,Regular,Regular,Muito bom,Regular,Regular,Muito boa,Bons,Regulares
Docente,Poços de Caldas,,,"Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo",Concordo,Sim,Não concordo nem discordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Parcialmente,Não,Não,Sim,Boa,Boa,Bons,Regular,Regular,Regular,Bom/Boa,Bom/Boa,Regular,Regular,Boa,Bom,Bom,Boa,Boa,Bons/Boas,Ruins,Ruins,Regulares,Bons/Boas,Bom,Boas,Bons,Sim,Sim,Nem eficiente e nem ineficiente,Sim,Não é perceptível nem imperceptível,Não é perceptível nem imperceptível,Bom,Bom,Regular,Regular,Regular,Regular,Bom,Regular,Bom,Regular,Regular,Regular,Regulares,Boas
TAE,Poços de Caldas,,,Discordo,Discordo,Discordo,Discordo,Discordo,Discordo,Sim,Concordo,Discordo,Concordo,Concordo plenamente,Não concordo nem discordo,Parcialmente,Sim,Sim,Sim,Boa,Boa,Bons,Bom/Boa,Bom/Boa,Prefiro não responder,Bom/Boa,Bom/Boa,Regular,Regular,Regular,Não sei responder,Bom,Não sei responder,Não sei responder,Bons/Boas,Regulares,Regulares,Regulares,Regulares,Regular,Regular,Bons,Sim,Sim,Eficiente,Sim,Não é perceptível nem imperceptível,Não é perceptível nem imperceptível,Bom,Não sei,Bom,Não sei,Não sei,Bom,Bom,Regular,Não sei,Bom,Bom,Prefiro não responder,Prefiro não responder,Prefiro não responder
Docente,Poços de Caldas,,,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Sim,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Sim,Sim,Sim,Sim,Muito boa,Muito boa,Muito bons,Muito bom/boa,Muito bom/boa,Muito bom/boa,Muito Bom/Boa,Bom/Boa,Bom/Boa,Regular,Muito boa,Muito bom,Muito bom,Muito boa,Muito boa,Muito Bons/Boas,Muito Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Muito bom,Muito boas,Muito bons,Sim,Sim,Totalmente eficiente,Sim,Totalmente perceptível,Totalmente perceptível,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Boa,Bons,Boas
TAE,Poços de Caldas,,,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo,Concordo plenamente,Concordo,Sim,Concordo,Concordo,Concordo,Discordo plenamente,Não concordo nem discordo,Sim,Sim,Sim,Sim,Regular,Regular,Bons,Regular,Regular,Regular,Não sei responder,Regular,Bom/Boa,Regular,Boa,Regular,Bom,Não sei responder,Não sei responder,Bons/Boas,Regulares,Bons/Boas,Bons/Boas,Muito Bons/Boas,Bom,Prefiro não responder,Muito bons,Sim,Não,Não sei responder,Sim,Não é perceptível nem imperceptível,Não é perceptível nem imperceptível,Muito ruim,Regular,Regular,Bom,Bom,Muito ruim,Bom,Bom,Regular,Muito ruim,Bom,Regular,Ruins,Regulares
Discente do Técnico,Machado,2°  ,Técnico em Agropecuária | Integrado,Discordo,Discordo,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Não,Não,Não,Não,Muito boa,Muito boa,Bons,Bom/Boa,Regular,Ruim,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito ruim,Regular,Não se aplica,Bom,Não sei responder,Não sei responder,Bons/Boas,Bons/Boas,Muito ruins,Regulares,Bons/Boas,Não sei responder,Boas,Muito bons,Não,Não,Nem eficiente e nem ineficiente,Prefiro não responder,Perceptível,Perceptível,Regular,Regular,Bom,Regular,Regular,Regular,Regular,Regular,Bom,Regular,Regular,Boa,Muito bons,Boas
Discente do Superior,Poços de Caldas,6°,Bacharelado Administração,"Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo",Não,Discordo,Discordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Não,Não,Não,Não,Boa,Boa,Regulares,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Regular,Regular,Bom,Regular,Regular,Regulares,Bons/Boas,Regulares,Regulares,Bons/Boas,Bom,Ruins,Bons,Não,Não,Nem eficiente e nem ineficiente,Sim,Totalmente perceptível,Não é perceptível nem imperceptível,Ruim,Ruim,Ruim,Bom,Regular,Não sei,Não sei,Não sei,Regular,Ruim,Regular,Regular,Ruins,Regulares
Discente do Técnico,Machado,1°  ,Técnico em Informática | Integrado,"Não concordo, nem discordo",Concordo,Discordo,Concordo,Concordo,"Não concordo, nem discordo",Não,Discordo plenamente,Concordo,Não concordo nem discordo,Concordo,Concordo,Parcialmente,Sim,Sim,Sim,Regular,Ruim,Ruins,Muito bom/boa,Ruim,Muito bom/boa,Regular,Regular,Regular,Muito ruim,Ruim,Bom,Bom,Regular,Regular,Bons/Boas,Bons/Boas,Regulares,Regulares,Bons/Boas,Bom,Não sei responder,Regulares,Não,Não,Não sei responder,Sim,Perceptível,Não é perceptível nem imperceptível,Bom,Não sei,Não sei,Muito bom,Muito bom,Regular,Regular,Regular,Bom,Bom,Bom,Regular,Bons,Regulares
Discente do Técnico,Machado,1°  ,Técnico em Informática | Integrado,"Não concordo, nem discordo",Concordo,Concordo,"Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo",Parcialmente,Não concordo nem discordo,Concordo,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não,Não,Não,Não,Regular,Regular,Regulares,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Bom/Boa,Bom/Boa,Regular,Regular,Bom,Bom,Regular,Regular,Bons/Boas,Bons/Boas,Regulares,Bons/Boas,Bons/Boas,Bom,Ruins,Regulares,Não,Não,Não sei responder,Prefiro não responder,Perceptível,Perceptível,Regular,Regular,Regular,Bom,Bom,Regular,Regular,Regular,Bom,Bom,Bom,Não sei responder,Não sei responder,Regulares
Discente do Técnico,Machado,1°  ,Técnico em Informática | Integrado,"Não concordo, nem discordo",Concordo,Concordo,"Não concordo, nem discordo",Discordo plenamente,Discordo,Parcialmente,Discordo,Não concordo nem discordo,Discordo,Concordo plenamente,Concordo,Não,Não,Não,Sim,Boa,Boa,Bons,Muito bom/boa,Muito bom/boa,Bom/Boa,Bom/Boa,Muito Bom/Boa,Bom/Boa,Regular,Ruim,Muito bom,Muito bom,Regular,Boa,Regulares,Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Não se aplica,Bom,Muito ruins,Regulares,Prefiro não responder,Prefiro não responder,Eficiente,Sim,Perceptível,Totalmente perceptível,Bom,Bom,Bom,Bom,Ruim,Regular,Regular,Bom,Muito bom,Não sei,Bom,Boa,Ruins,Boas
Discente do Técnico,Machado,1°  ,Técnico em Informática | Integrado,Concordo,"Não concordo, nem discordo","Não concordo, nem discordo",Concordo,Concordo,"Não concordo, nem discordo",Sim,Não concordo nem discordo,Concordo,Discordo,Concordo,Concordo plenamente,Não,Prefiro não responder,Prefiro não responder,Não,Boa,Regular,Não sei responder,Muito bom/boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Ruim,Ruim,Bom,Bom,Boa,Boa,Bons/Boas,Bons/Boas,Ruins,Regulares,Regulares,Bom,Não sei responder,Regulares,Não,Não,Não sei responder,Sim,Perceptível,Não sei responder,Bom,Não sei,Bom,Bom,Bom,Regular,Bom,Bom,Ruim,Bom,Bom,Não sei responder,Não sei responder,Não sei responder
Discente do Superior,Machado,8°,Bacharelado Agronomia,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Parcialmente,Concordo,Concordo,Concordo,Concordo,Concordo,Não,Não,Não,Não,Muito boa,Muito boa,Bons,Muito bom/boa,Bom/Boa,Bom/Boa,Regular,Regular,Muito ruim,Muito ruim,Regular,Regular,Regular,Regular,Regular,Regulares,Regulares,Regulares,Regulares,Regulares,Regular,Regular,Regulares,Não,Não,Nem eficiente e nem ineficiente,Sim,Perceptível,Perceptível,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Boa,Bons,Boas
Discente do Superior,Machado,5°,Bacharelado Agronomia,Discordo,Concordo plenamente,Concordo plenamente,Discordo,Discordo,Discordo,Parcialmente,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Parcialmente,Sim,Sim,Não,Regular,Regular,Ruins,Muito bom/boa,Muito bom/boa,Muito bom/boa,Muito Bom/Boa,Bom/Boa,Bom/Boa,Ruim,Regular,Regular,Regular,Ruim,Ruim,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Regular,Regular,Bons,Não,Não,Nem eficiente e nem ineficiente,Não,Não é perceptível nem imperceptível,Não é perceptível nem imperceptível,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regulares,Regulares
Discente do Técnico,Machado,1°,Técnico em Informática | Integrado,"Não concordo, nem discordo",Discordo,Discordo,"Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo",Não,Não concordo nem discordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Não,Não,Não,Sim,Regular,Regular,Regulares,Muito bom/boa,Regular,Muito bom/boa,Regular,Ruim,Bom/Boa,Ruim,Regular,Regular,Regular,Ruim,Regular,Bons/Boas,Bons/Boas,Regulares,Regulares,Regulares,Muito ruim,Regular,Bons,Sim,Não,Nem eficiente e nem ineficiente,Não,Não é perceptível nem imperceptível,Não é perceptível nem imperceptível,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regulares,Regulares
Discente do Superior,Machado,10°,Bacharelado Agronomia,Concordo,"Não concordo, nem discordo",Concordo,Discordo,Discordo,"Não concordo, nem discordo",Não,Discordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Não,Não,Não,Sim,Boa,Muito boa,Bons,Regular,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Muito ruim,Boa,Regular,Regular,Regular,Ruim,Bons/Boas,Regulares,Ruins,Bons/Boas,Bons/Boas,Regular,Boas,Bons,Não,Não,Não sei responder,Sim,Não é perceptível nem imperceptível,Não sei responder,Regular,Bom,Regular,Regular,Regular,Regular,Regular,Muito bom,Ruim,Ruim,Ruim,Boa,Regulares,Boas
Discente do Superior,Machado,5°,Bacharelado Agronomia,Discordo,Discordo,Concordo,Discordo plenamente,Discordo plenamente,Concordo plenamente,Não,Concordo,Concordo,Concordo,Concordo,Concordo,Não,Não,Não,Prefiro não responder,Muito boa,Muito ruim,Muito ruins,Bom/Boa,Bom/Boa,Muito ruim,Bom/Boa,Bom/Boa,Ruim,Muito ruim,Regular,Ruim,Ruim,Regular,Boa,Bons/Boas,Bons/Boas,Regulares,Regulares,Muito Bons/Boas,Bom,Boas,Bons,Sim,Não,Ineficiente,Sim,Imperceptível,Totalmente imperceptível,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Regular,Bom,Bom,Regular,Muito ruins,Muito ruins
Discente do Superior,Machado,5°,Bacharelado Agronomia,"Não concordo, nem discordo","Não concordo, nem discordo",Concordo,"Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo",Não,Discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Não,Não,Não,Não,Boa,Boa,Bons,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Bom/Boa,Bom/Boa,Boa,Muito bom,Bom,Muito ruim,Regular,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Bom,Boas,Bons,Não,Não,Ineficiente,Sim,Perceptível,Perceptível,Regular,Regular,Muito bom,Bom,Bom,Regular,Regular,Regular,Regular,Bom,Bom,Regular,Regulares,Regulares
Docente,Poços de Caldas,,,Concordo,"Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo",Concordo,Concordo,Sim,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Não concordo nem discordo,Sim,Sim,Sim,Sim,Boa,Regular,Muito bons,Bom/Boa,Muito bom/boa,Muito bom/boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Bom/Boa,Boa,Bom,Muito bom,Boa,Boa,Bons/Boas,Regulares,Regulares,Bons/Boas,Muito Bons/Boas,Bom,Muito boas,Muito bons,Sim,Sim,Totalmente eficiente,Sim,Perceptível,Não é perceptível nem imperceptível,Bom,Bom,Regular,Regular,Bom,Regular,Bom,Bom,Muito bom,Regular,Muito bom,Boa,Regulares,Boas
Discente do Superior,Machado,5°,Bacharelado Agronomia,Discordo,Discordo,Concordo,Concordo,"Não concordo, nem discordo","Não concordo, nem discordo",Parcialmente,Concordo,Concordo plenamente,Concordo,Não concordo nem discordo,Não concordo nem discordo,Não,Não,Não,Sim,Boa,Boa,Bons,Muito bom/boa,Regular,Regular,Bom/Boa,Bom/Boa,Bom/Boa,Ruim,Boa,Regular,Bom,Boa,Regular,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Regular,Não sei responder,Muito bons,Sim,Não,Não sei responder,Não,Imperceptível,Não sei responder,Muito ruim,Não sei,Bom,Bom,Não sei,Não sei,Não sei,Não sei,Ruim,Não sei,Não sei,Regular,Regulares,Regulares
Discente do Superior,Machado,5°,Bacharelado Agronomia,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Não,Discordo,Concordo plenamente,Discordo,Discordo,Concordo,Não,Não,Não,Não,Muito boa,Ruim,Muito ruins,Muito bom/boa,Regular,Muito bom/boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito ruim,Boa,Ruim,Muito bom,Ruim,Boa,Muito Bons/Boas,Muito Bons/Boas,Regulares,Muito Bons/Boas,Muito Bons/Boas,Muito bom,Prefiro não responder,Muito bons,Sim,Não,Nem eficiente e nem ineficiente,Sim,Não é perceptível nem imperceptível,Totalmente imperceptível,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Muito boa,Muito bons,Ruins
Discente do Superior,Machado,10°,Bacharelado Agronomia,Concordo,Concordo,Concordo plenamente,Concordo,Concordo,Concordo,Parcialmente,Concordo,Concordo,Concordo,Concordo,Concordo,Parcialmente,Não,Não,Não,Muito boa,Muito boa,Muito bons,Muito bom/boa,Bom/Boa,Muito bom/boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Ruim,Muito boa,Muito bom,Muito bom,Muito boa,Muito boa,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Bons/Boas,Bons/Boas,Muito bom,Muito boas,Muito bons,Sim,Sim,Eficiente,Sim,Perceptível,Perceptível,Bom,Bom,Muito bom,Bom,Bom,Bom,Regular,Regular,Ruim,Regular,Regular,Boa,Regulares,Regulares
Discente do Superior,Machado,9°,Bacharelado Agronomia,Discordo plenamente,Discordo,Discordo plenamente,Discordo plenamente,Discordo plenamente,Discordo plenamente,Parcialmente,Discordo plenamente,Discordo plenamente,Discordo plenamente,Discordo plenamente,Discordo plenamente,Não,Não,Não,Sim,Ruim,Ruim,Muito ruins,Ruim,Ruim,Ruim,Bom/Boa,Regular,Regular,Muito ruim,Regular,Regular,Regular,Ruim,Ruim,Regulares,Regulares,Ruins,Ruins,Bons/Boas,Regular,Ruins,Ruins,Não,Não,Totalmente ineficiente,Prefiro não responder,Totalmente perceptível,Não sei responder,Não sei,Não sei,Regular,Muito ruim,Bom,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Regular,Muito ruins,Muito ruins
Discente do Superior,Machado,10°,Bacharelado Agronomia,"Não concordo, nem discordo",Concordo,Discordo,"Não concordo, nem discordo","Não concordo, nem discordo",Discordo,Não,Não concordo nem discordo,Concordo,Discordo,Discordo plenamente,Não sei responder,Não,Não,Não,Sim,Regular,Regular,Regulares,Bom/Boa,Regular,Bom/Boa,Regular,Regular,Regular,Regular,Regular,Bom,Regular,Regular,Ruim,Regulares,Regulares,Bons/Boas,Bons/Boas,Regulares,Regular,Não sei responder,Ruins,Não,Não,Nem eficiente e nem ineficiente,Sim,Não é perceptível nem imperceptível,Não é perceptível nem imperceptível,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regulares,Regulares
Discente do Técnico,Poços de Caldas,2°  ,Técnico em Desenvolvimento de Sistemas - EaD | Subsequente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Sim,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Parcialmente,Sim,Sim,Sim,Muito boa,Muito boa,Muito bons,Muito bom/boa,Muito bom/boa,Muito bom/boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito boa,Muito bom,Muito bom,Muito boa,Muito boa,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Muito bom,Muito boas,Muito bons,Sim,Sim,Totalmente eficiente,Sim,Totalmente perceptível,Totalmente perceptível,Bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito boa,Muito bons,Muito boas
Discente do Superior,Machado,5°,Bacharelado Agronomia,Concordo,Concordo plenamente,Concordo,"Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo",Não,Discordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Não,Não,Não,Sim,Ruim,Ruim,Regulares,Bom/Boa,Regular,Bom/Boa,Regular,Regular,Regular,Ruim,Muito ruim,Muito ruim,Muito ruim,Ruim,Ruim,Regulares,Regulares,Regulares,Ruins,Muito ruins,Regular,Regular,Muito ruins,Não,Não,Nem eficiente e nem ineficiente,Não,Não é perceptível nem imperceptível,Não é perceptível nem imperceptível,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regulares,Ruins
Discente do Superior,Machado,5°,Bacharelado Agronomia,Discordo,Discordo,Concordo,"Não concordo, nem discordo","Não concordo, nem discordo","Não concordo, nem discordo",Não,Discordo,Concordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Não,Não,Não,Não,Boa,Não sei responder,Não sei responder,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Ruim,Regular,Regular,Regular,Ruim,Regulares,Bons/Boas,Bons/Boas,Bons/Boas,Regulares,Bom,Ruins,Muito ruins,Não,Não,Não sei responder,Sim,Não sei responder,Não sei responder,Regular,Não sei,Bom,Bom,Bom,Não sei,Não sei,Não sei,Bom,Regular,Regular,Regular,Regulares,Regulares
Discente do Superior,Machado,5°,Bacharelado Agronomia,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Não,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Não,Não,Não,Sim,Boa,Muito boa,Bons,Muito bom/boa,Muito bom/boa,Muito bom/boa,Bom/Boa,Bom/Boa,Bom/Boa,Regular,Muito boa,Bom,Bom,Boa,Boa,Bons/Boas,Bons/Boas,Muito Bons/Boas,Muito Bons/Boas,Bons/Boas,Regular,Boas,Muito ruins,Prefiro não responder,Não,Totalmente eficiente,Sim,Totalmente perceptível,Totalmente perceptível,Muito bom,Bom,Muito bom,Muito bom,Muito bom,Bom,Bom,Muito bom,Muito bom,Muito bom,Muito bom,Muito boa,Regulares,Boas
Discente do Superior,Poços de Caldas,3°,Licenciatura Letras- Português- EaD,Não sei responder,Não sei responder,Discordo,Concordo,Discordo,Concordo plenamente,Não,Prefiro não responder,Concordo,Prefiro não responder,Prefiro não responder,Prefiro não responder,Não,Não,Não,Sim,Não se aplica,Não se aplica,Não se aplica,Bom/Boa,Bom/Boa,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não,Não,Não sei responder,Sim,Não sei responder,Não sei responder,Não sei,Não sei,Bom,Bom,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei,Não sei responder,Não sei responder,Não sei responder
Discente do Superior,Machado,5°,Bacharelado Agronomia,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Não,Discordo,Não concordo nem discordo,Discordo,Não concordo nem discordo,Não concordo nem discordo,Não,Não,Não,Sim,Boa,Regular,Regulares,Bom/Boa,Ruim,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Muito ruim,Ruim,Ruim,Regular,Regular,Regular,Bons/Boas,Bons/Boas,Ruins,Bons/Boas,Regulares,Regular,Regular,Bons,Não,Não,Eficiente,Sim,Perceptível,Não é perceptível nem imperceptível,Regular,Bom,Regular,Muito bom,Regular,Bom,Bom,Bom,Regular,Regular,Ruim,Boa,Ruins,Regulares
Discente do Superior,Machado,5°,Bacharelado Agronomia,"Não concordo, nem discordo",Concordo,Concordo,Concordo,"Não concordo, nem discordo",Concordo,Não,Não concordo nem discordo,Não concordo nem discordo,Não concordo nem discordo,Concordo,Concordo,Parcialmente,Sim,Não,Sim,Muito boa,Boa,Muito bons,Muito bom/boa,Bom/Boa,Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Muito Bom/Boa,Regular,Boa,Bom,Regular,Muito boa,Regular,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Ruins,Bom,Boas,Bons,Sim,Não,Nem eficiente e nem ineficiente,Sim,Totalmente perceptível,Totalmente perceptível,Bom,Bom,Muito bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Muito bom,Boa,Muito ruins,Regulares
Discente do Superior,Machado,10°,Bacharelado Agronomia,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Concordo plenamente,Parcialmente,Concordo,Concordo,Concordo,Concordo,Concordo,Parcialmente,Não,Não,Sim,Boa,Boa,Bons,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Bom/Boa,Ruim,Boa,Regular,Regular,Boa,Boa,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bons/Boas,Bom,Boas,Bons,Não,Não,Eficiente,Sim,Perceptível,Perceptível,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Muito ruim,Ruim,Bom,Boa,Bons,Boas
